target block,0,,,,,,,,,,0.859
tree,0,correct:,836,wrong:,164,total:,1000,accuracy:,0.836,,0.857
tree,1,correct:,808,wrong:,192,total:,1000,accuracy:,0.808,,0.821
tree,2,correct:,829,wrong:,171,total:,1000,accuracy:,0.829,,0.806
tree,3,correct:,806,wrong:,194,total:,1000,accuracy:,0.806,,0.871
tree,4,correct:,791,wrong:,209,total:,1000,accuracy:,0.791,,0.897
tree,5,correct:,799,wrong:,201,total:,1000,accuracy:,0.799,,0.893
tree,6,correct:,804,wrong:,196,total:,1000,accuracy:,0.804,,0.829
tree,7,correct:,815,wrong:,185,total:,1000,accuracy:,0.815,,0.817
tree,8,correct:,826,wrong:,174,total:,1000,accuracy:,0.826,,0.806
tree,9,correct:,808,wrong:,192,total:,1000,accuracy:,0.808,,0.8456
forest,0,correct:,859,wrong:,141,total:,1000,accuracy:,0.859,,
target block,1,,,,,,,,,,
tree,0,correct:,804,wrong:,196,total:,1000,accuracy:,0.804,,
tree,1,correct:,812,wrong:,188,total:,1000,accuracy:,0.812,,
tree,2,correct:,797,wrong:,203,total:,1000,accuracy:,0.797,,
tree,3,correct:,792,wrong:,208,total:,1000,accuracy:,0.792,,
tree,4,correct:,787,wrong:,213,total:,1000,accuracy:,0.787,,
tree,5,correct:,787,wrong:,213,total:,1000,accuracy:,0.787,,
tree,6,correct:,808,wrong:,192,total:,1000,accuracy:,0.808,,
tree,7,correct:,799,wrong:,201,total:,1000,accuracy:,0.799,,
tree,8,correct:,816,wrong:,184,total:,1000,accuracy:,0.816,,
tree,9,correct:,808,wrong:,192,total:,1000,accuracy:,0.808,,
forest,1,correct:,857,wrong:,143,total:,1000,accuracy:,0.857,,
target block,2,,,,,,,,,,
tree,0,correct:,753,wrong:,247,total:,1000,accuracy:,0.753,,
tree,1,correct:,781,wrong:,219,total:,1000,accuracy:,0.781,,
tree,2,correct:,770,wrong:,230,total:,1000,accuracy:,0.77,,
tree,3,correct:,778,wrong:,222,total:,1000,accuracy:,0.778,,
tree,4,correct:,753,wrong:,247,total:,1000,accuracy:,0.753,,
tree,5,correct:,764,wrong:,236,total:,1000,accuracy:,0.764,,
tree,6,correct:,756,wrong:,244,total:,1000,accuracy:,0.756,,
tree,7,correct:,766,wrong:,234,total:,1000,accuracy:,0.766,,
tree,8,correct:,767,wrong:,233,total:,1000,accuracy:,0.767,,
tree,9,correct:,771,wrong:,229,total:,1000,accuracy:,0.771,,
forest,2,correct:,821,wrong:,179,total:,1000,accuracy:,0.821,,
target block,3,,,,,,,,,,
tree,0,correct:,775,wrong:,225,total:,1000,accuracy:,0.775,,
tree,1,correct:,763,wrong:,237,total:,1000,accuracy:,0.763,,
tree,2,correct:,777,wrong:,223,total:,1000,accuracy:,0.777,,
tree,3,correct:,765,wrong:,235,total:,1000,accuracy:,0.765,,
tree,4,correct:,752,wrong:,248,total:,1000,accuracy:,0.752,,
tree,5,correct:,739,wrong:,261,total:,1000,accuracy:,0.739,,
tree,6,correct:,753,wrong:,247,total:,1000,accuracy:,0.753,,
tree,7,correct:,758,wrong:,242,total:,1000,accuracy:,0.758,,
tree,8,correct:,768,wrong:,232,total:,1000,accuracy:,0.768,,
tree,9,correct:,750,wrong:,250,total:,1000,accuracy:,0.75,,
forest,3,correct:,806,wrong:,194,total:,1000,accuracy:,0.806,,
target block,4,,,,,,,,,,
tree,0,correct:,813,wrong:,187,total:,1000,accuracy:,0.813,,
tree,1,correct:,816,wrong:,184,total:,1000,accuracy:,0.816,,
tree,2,correct:,832,wrong:,168,total:,1000,accuracy:,0.832,,
tree,3,correct:,817,wrong:,183,total:,1000,accuracy:,0.817,,
tree,4,correct:,801,wrong:,199,total:,1000,accuracy:,0.801,,
tree,5,correct:,786,wrong:,214,total:,1000,accuracy:,0.786,,
tree,6,correct:,817,wrong:,183,total:,1000,accuracy:,0.817,,
tree,7,correct:,809,wrong:,191,total:,1000,accuracy:,0.809,,
tree,8,correct:,821,wrong:,179,total:,1000,accuracy:,0.821,,
tree,9,correct:,823,wrong:,177,total:,1000,accuracy:,0.823,,
forest,4,correct:,871,wrong:,129,total:,1000,accuracy:,0.871,,
target block,5,,,,,,,,,,
tree,0,correct:,840,wrong:,160,total:,1000,accuracy:,0.84,,
tree,1,correct:,833,wrong:,167,total:,1000,accuracy:,0.833,,
tree,2,correct:,848,wrong:,152,total:,1000,accuracy:,0.848,,
tree,3,correct:,828,wrong:,172,total:,1000,accuracy:,0.828,,
tree,4,correct:,813,wrong:,187,total:,1000,accuracy:,0.813,,
tree,5,correct:,819,wrong:,181,total:,1000,accuracy:,0.819,,
tree,6,correct:,843,wrong:,157,total:,1000,accuracy:,0.843,,
tree,7,correct:,812,wrong:,188,total:,1000,accuracy:,0.812,,
tree,8,correct:,832,wrong:,168,total:,1000,accuracy:,0.832,,
tree,9,correct:,845,wrong:,155,total:,1000,accuracy:,0.845,,
forest,5,correct:,897,wrong:,103,total:,1000,accuracy:,0.897,,
target block,6,,,,,,,,,,
tree,0,correct:,845,wrong:,155,total:,1000,accuracy:,0.845,,
tree,1,correct:,844,wrong:,156,total:,1000,accuracy:,0.844,,
tree,2,correct:,851,wrong:,149,total:,1000,accuracy:,0.851,,
tree,3,correct:,840,wrong:,160,total:,1000,accuracy:,0.84,,
tree,4,correct:,848,wrong:,152,total:,1000,accuracy:,0.848,,
tree,5,correct:,793,wrong:,207,total:,1000,accuracy:,0.793,,
tree,6,correct:,767,wrong:,233,total:,1000,accuracy:,0.767,,
tree,7,correct:,797,wrong:,203,total:,1000,accuracy:,0.797,,
tree,8,correct:,819,wrong:,181,total:,1000,accuracy:,0.819,,
tree,9,correct:,803,wrong:,197,total:,1000,accuracy:,0.803,,
forest,6,correct:,893,wrong:,107,total:,1000,accuracy:,0.893,,
target block,7,,,,,,,,,,
tree,0,correct:,775,wrong:,225,total:,1000,accuracy:,0.775,,
tree,1,correct:,801,wrong:,199,total:,1000,accuracy:,0.801,,
tree,2,correct:,774,wrong:,226,total:,1000,accuracy:,0.774,,
tree,3,correct:,771,wrong:,229,total:,1000,accuracy:,0.771,,
tree,4,correct:,790,wrong:,210,total:,1000,accuracy:,0.79,,
tree,5,correct:,759,wrong:,241,total:,1000,accuracy:,0.759,,
tree,6,correct:,768,wrong:,232,total:,1000,accuracy:,0.768,,
tree,7,correct:,767,wrong:,233,total:,1000,accuracy:,0.767,,
tree,8,correct:,784,wrong:,216,total:,1000,accuracy:,0.784,,
tree,9,correct:,780,wrong:,220,total:,1000,accuracy:,0.78,,
forest,7,correct:,829,wrong:,171,total:,1000,accuracy:,0.829,,
target block,8,,,,,,,,,,
tree,0,correct:,775,wrong:,225,total:,1000,accuracy:,0.775,,
tree,1,correct:,778,wrong:,222,total:,1000,accuracy:,0.778,,
tree,2,correct:,750,wrong:,250,total:,1000,accuracy:,0.75,,
tree,3,correct:,776,wrong:,224,total:,1000,accuracy:,0.776,,
tree,4,correct:,776,wrong:,224,total:,1000,accuracy:,0.776,,
tree,5,correct:,780,wrong:,220,total:,1000,accuracy:,0.78,,
tree,6,correct:,778,wrong:,222,total:,1000,accuracy:,0.778,,
tree,7,correct:,785,wrong:,215,total:,1000,accuracy:,0.785,,
tree,8,correct:,771,wrong:,229,total:,1000,accuracy:,0.771,,
tree,9,correct:,758,wrong:,242,total:,1000,accuracy:,0.758,,
forest,8,correct:,817,wrong:,183,total:,1000,accuracy:,0.817,,
target block,9,,,,,,,,,,
tree,0,correct:,729,wrong:,271,total:,1000,accuracy:,0.729,,
tree,1,correct:,754,wrong:,246,total:,1000,accuracy:,0.754,,
tree,2,correct:,762,wrong:,238,total:,1000,accuracy:,0.762,,
tree,3,correct:,788,wrong:,212,total:,1000,accuracy:,0.788,,
tree,4,correct:,770,wrong:,230,total:,1000,accuracy:,0.77,,
tree,5,correct:,758,wrong:,242,total:,1000,accuracy:,0.758,,
tree,6,correct:,733,wrong:,267,total:,1000,accuracy:,0.733,,
